family,bar_index,p05,p25,p50,p75,p95,observed_median_seed
pdl_reclaim_long,23310,0.884142,1.004811,1.098616,1.206628,1.391186,1.076945
pdl_reclaim_long,23384,0.883765,1.005317,1.099170,1.206782,1.392870,1.076945
pdl_reclaim_long,23458,0.883889,1.004811,1.100550,1.206936,1.386509,1.076945
pdl_reclaim_long,23532,0.883889,1.005371,1.101439,1.208305,1.390187,1.076945
pdl_reclaim_long,23606,0.883889,1.006661,1.102043,1.210847,1.392870,1.076945
pdl_reclaim_long,23680,0.883576,1.007600,1.102696,1.211931,1.390750,1.076945
pdl_reclaim_long,23754,0.883480,1.007144,1.102420,1.212230,1.394867,1.076945
pdl_reclaim_long,23828,0.883932,1.007144,1.103126,1.211975,1.396409,1.070231
pdl_reclaim_long,23902,0.884068,1.007555,1.103602,1.212748,1.397511,1.070231
pdl_reclaim_long,23976,0.882625,1.007487,1.103920,1.212996,1.403277,1.065618
pdl_reclaim_long,24050,0.881409,1.007655,1.104274,1.212909,1.402414,1.065618
pdl_reclaim_long,24124,0.882886,1.008797,1.104357,1.213620,1.401064,1.052202
pdl_reclaim_long,24198,0.883369,1.007722,1.104412,1.214656,1.401579,1.052202
pdl_reclaim_long,24272,0.882746,1.006684,1.104522,1.214744,1.402802,1.053590
pdl_reclaim_long,24346,0.883105,1.007216,1.105302,1.215935,1.404366,1.046760
pdl_reclaim_long,24420,0.883516,1.008268,1.105202,1.216192,1.404977,1.036687
pdl_reclaim_long,24494,0.882832,1.008797,1.106286,1.216035,1.404573,1.042806
pdl_reclaim_long,24568,0.883345,1.009546,1.106345,1.216345,1.404569,1.042806
pdl_reclaim_long,24642,0.883796,1.008927,1.106724,1.216590,1.404060,1.113022
pdl_reclaim_long,24716,0.884644,1.008978,1.107293,1.218378,1.404509,1.113022
pdl_reclaim_long,24790,0.884257,1.009388,1.108012,1.218488,1.404985,1.113022
pdl_reclaim_long,24864,0.883345,1.008753,1.108938,1.219721,1.408002,1.113022
pdl_reclaim_long,24938,0.884398,1.009563,1.109152,1.219573,1.411912,1.118826
pdl_reclaim_long,25012,0.885399,1.009388,1.110206,1.219682,1.415579,1.118826
pdl_reclaim_long,25086,0.885463,1.010135,1.110928,1.221918,1.417326,1.122520
pdl_reclaim_long,25160,0.885398,1.011200,1.110979,1.221229,1.417495,1.111308
pdl_reclaim_long,25234,0.885065,1.010533,1.111415,1.223448,1.420544,1.137496
pdl_reclaim_long,25308,0.885353,1.010227,1.111551,1.223178,1.421593,1.137496
pdl_reclaim_long,25382,0.884839,1.009697,1.112567,1.223450,1.419935,1.122663
pdl_reclaim_long,25456,0.883020,1.010636,1.113447,1.224475,1.417346,1.122663
pdl_reclaim_long,25530,0.882496,1.009379,1.113804,1.224203,1.418053,1.075373
pdl_reclaim_long,25604,0.883022,1.009614,1.113952,1.226600,1.419809,1.075373
pdl_reclaim_long,25678,0.882986,1.010054,1.115362,1.226544,1.421255,1.075373
pdl_reclaim_long,25752,0.883017,1.010431,1.116292,1.226726,1.422469,1.075373
pdl_reclaim_long,25826,0.882549,1.012207,1.116588,1.226843,1.425201,1.098994
pdl_reclaim_long,25900,0.882526,1.011579,1.116308,1.227922,1.422832,1.141160
pdl_reclaim_long,25974,0.882716,1.011928,1.116308,1.230458,1.423221,1.141160
pdl_reclaim_long,26048,0.883641,1.011637,1.116166,1.231344,1.425307,1.141160
pdl_reclaim_long,26122,0.884132,1.011401,1.115884,1.231344,1.429653,1.141160
pdl_reclaim_long,26196,0.884583,1.012331,1.116079,1.231458,1.429716,1.141160
pdl_reclaim_long,26270,0.884132,1.012743,1.116411,1.231712,1.430521,1.141160
pdl_reclaim_long,26344,0.884132,1.012622,1.116572,1.232537,1.432945,1.141160
pdl_reclaim_long,26418,0.886217,1.012582,1.117448,1.233494,1.433493,1.141160
pdl_reclaim_long,26492,0.886138,1.012988,1.117641,1.234484,1.434557,1.132209
pdl_reclaim_long,26566,0.885837,1.013118,1.117982,1.235030,1.432156,1.132209
pdl_reclaim_long,26640,0.885893,1.012520,1.119265,1.233892,1.432170,1.132209
pdl_reclaim_long,26714,0.885893,1.012520,1.119322,1.234484,1.433808,1.132209
pdl_reclaim_long,26788,0.884614,1.012110,1.119099,1.235001,1.436081,1.132209
pdl_reclaim_long,26862,0.883490,1.012537,1.119322,1.235325,1.436259,1.132209
pdl_reclaim_long,26936,0.884824,1.012400,1.120369,1.235092,1.437076,1.132209
pdl_reclaim_long,27010,0.885258,1.013878,1.119816,1.236876,1.436341,1.132209
pdl_reclaim_long,27084,0.883158,1.013998,1.119946,1.237841,1.437726,1.132209
pdl_reclaim_long,27158,0.884933,1.014393,1.120929,1.239169,1.437916,1.132209
pdl_reclaim_long,27232,0.885247,1.013738,1.121858,1.239260,1.439662,1.132209
pdl_reclaim_long,27306,0.885298,1.012826,1.121539,1.240042,1.440639,1.132209
pdl_reclaim_long,27380,0.884726,1.012732,1.121428,1.240725,1.442109,1.132209
pdl_reclaim_long,27454,0.884404,1.013200,1.121049,1.240292,1.442685,1.132209
pdl_reclaim_long,27528,0.885723,1.013376,1.122098,1.240787,1.442054,1.132209
pdl_reclaim_long,27602,0.885954,1.013736,1.122025,1.242940,1.443234,1.132209
pdl_reclaim_long,27676,0.885979,1.013919,1.122154,1.243037,1.442082,1.131339
pdl_reclaim_long,27750,0.886335,1.014321,1.122618,1.242637,1.442082,1.131339
pdl_reclaim_long,27824,0.885979,1.014052,1.123015,1.244111,1.442122,1.131339
pdl_reclaim_long,27898,0.885212,1.014155,1.123408,1.243645,1.443234,1.131339
pdl_reclaim_long,27972,0.885448,1.014358,1.123855,1.245340,1.445871,1.131339
pdl_reclaim_long,28046,0.885942,1.014585,1.124246,1.245272,1.447353,1.131339
pdl_reclaim_long,28120,0.884964,1.014713,1.124047,1.245665,1.449767,1.131339
pdl_reclaim_long,28194,0.884861,1.014713,1.124578,1.246128,1.448589,1.131339
pdl_reclaim_long,28268,0.884364,1.014713,1.126096,1.246336,1.449788,1.131339
pdl_reclaim_long,28342,0.885091,1.015521,1.126160,1.247216,1.451745,1.116460
pdl_reclaim_long,28416,0.885365,1.015048,1.126427,1.248011,1.452920,1.116460
pdl_reclaim_long,28490,0.885801,1.015630,1.127432,1.248569,1.452920,1.116460
pdl_reclaim_long,28564,0.885365,1.016251,1.127428,1.248715,1.454838,1.116460
pdl_reclaim_long,28638,0.884158,1.015870,1.127582,1.249455,1.457734,1.116460
pdl_reclaim_long,28712,0.884421,1.015755,1.127934,1.249812,1.457903,1.116460
pdl_reclaim_long,28786,0.884464,1.016044,1.128200,1.249658,1.457903,1.116460
pdl_reclaim_long,28860,0.884436,1.015621,1.127934,1.250084,1.458866,1.116460
pdl_reclaim_long,28934,0.883749,1.015737,1.127682,1.251505,1.467245,1.116460
pdl_reclaim_long,29008,0.883515,1.015737,1.128100,1.250916,1.468207,1.116460
pdl_reclaim_long,29082,0.882511,1.015979,1.127682,1.252282,1.465844,1.116460
pdl_reclaim_long,29156,0.883598,1.016179,1.127650,1.251799,1.466156,1.116460
pdl_reclaim_long,29230,0.883176,1.016288,1.128738,1.252408,1.472559,1.116460
pdl_reclaim_long,29304,0.882420,1.016864,1.129306,1.252454,1.468967,1.116460
pdl_reclaim_long,29378,0.883410,1.016418,1.129574,1.252752,1.468967,1.116460
pdl_reclaim_long,29452,0.882632,1.016891,1.129771,1.252993,1.469760,1.116460
pdl_reclaim_long,29526,0.882632,1.016937,1.131367,1.254170,1.469568,1.116460
pdl_reclaim_long,29600,0.882237,1.016873,1.131367,1.254311,1.470488,1.116460
pdl_reclaim_long,29674,0.882187,1.016891,1.131394,1.254091,1.471272,1.116460
pdl_reclaim_long,29748,0.881826,1.016751,1.132034,1.255004,1.474385,1.116460
pdl_reclaim_long,29822,0.881195,1.016897,1.131920,1.256445,1.471384,1.149554
pdl_reclaim_long,29896,0.881636,1.018636,1.131883,1.257213,1.472218,1.166105
pdl_reclaim_long,29970,0.879617,1.019572,1.131808,1.257188,1.473277,1.166105
pdl_reclaim_long,30044,0.880198,1.018759,1.132817,1.258700,1.473811,1.166105
pdl_reclaim_long,30118,0.882166,1.019313,1.132378,1.259276,1.470349,1.166105
pdl_reclaim_long,30192,0.881614,1.019974,1.132997,1.258510,1.469783,1.183447
pdl_reclaim_long,30266,0.881030,1.019818,1.133630,1.259369,1.470308,1.183447
pdl_reclaim_long,30340,0.881657,1.020483,1.134166,1.259903,1.472032,1.183447
pdl_reclaim_long,30414,0.880436,1.020169,1.134962,1.260239,1.474405,1.183447
pdl_reclaim_long,30488,0.880463,1.020115,1.135189,1.262652,1.475679,1.183447
pdl_reclaim_long,30562,0.880543,1.020479,1.135087,1.263528,1.476266,1.183447
pdl_reclaim_long,30636,0.881672,1.019237,1.135174,1.264638,1.475192,1.183447
pdl_reclaim_long,30710,0.881672,1.019483,1.136146,1.265415,1.475702,1.183447
pdl_reclaim_long,30784,0.881619,1.020101,1.136190,1.266541,1.475760,1.183447
pdl_reclaim_long,30858,0.882446,1.020591,1.136653,1.266808,1.480361,1.183447
pdl_reclaim_long,30932,0.881600,1.020968,1.136888,1.266410,1.480361,1.169280
pdl_reclaim_long,31006,0.880941,1.020552,1.137098,1.267162,1.478314,1.169280
pdl_reclaim_long,31080,0.880941,1.020231,1.137640,1.267432,1.479695,1.169280
pdl_reclaim_long,31154,0.880941,1.020657,1.137253,1.267527,1.480304,1.169280
pdl_reclaim_long,31228,0.880936,1.021434,1.138177,1.267465,1.480277,1.169280
pdl_reclaim_long,31302,0.882784,1.022432,1.137640,1.266747,1.482445,1.169280
pdl_reclaim_long,31376,0.879243,1.022282,1.137544,1.266427,1.485377,1.169280
pdl_reclaim_long,31450,0.880401,1.021295,1.137562,1.267817,1.485949,1.169280
pdl_reclaim_long,31524,0.878642,1.021295,1.138388,1.268162,1.488781,1.169280
pdl_reclaim_long,31598,0.878489,1.021834,1.138766,1.269516,1.488779,1.169280
pdl_reclaim_long,31672,0.878378,1.021932,1.138979,1.269784,1.489405,1.169280
pdl_reclaim_long,31746,0.878489,1.022001,1.138952,1.269627,1.489411,1.169280
pdl_reclaim_long,31820,0.878378,1.022807,1.138794,1.269627,1.489042,1.169280
pdl_reclaim_long,31894,0.878052,1.022877,1.139790,1.270070,1.493097,1.169280
pdl_reclaim_long,31968,0.878448,1.023553,1.139951,1.270148,1.495592,1.169280
pdl_reclaim_long,32042,0.878552,1.023896,1.141262,1.270883,1.497083,1.169280
pdl_reclaim_long,32116,0.878448,1.023927,1.141686,1.271823,1.499292,1.169280
pdl_reclaim_long,32190,0.878453,1.023927,1.141686,1.274094,1.500948,1.169280
pdl_reclaim_long,32264,0.879634,1.023888,1.141953,1.275448,1.501178,1.169280
pdl_reclaim_long,32338,0.879843,1.023813,1.141977,1.277319,1.501871,1.169280
volatility_breakout,0,0.995779,1.000000,1.000000,1.000000,1.004262,1.000000
volatility_breakout,74,0.956174,0.993127,1.000000,1.002772,1.050344,1.000000
volatility_breakout,148,0.938777,0.988628,1.000000,1.009658,1.069291,1.000000
volatility_breakout,222,0.919210,0.981086,1.000000,1.013404,1.085922,1.000000
volatility_breakout,296,0.909321,0.976176,1.000000,1.019573,1.100705,1.000000
volatility_breakout,370,0.899027,0.972388,1.000000,1.025567,1.117879,1.000000
volatility_breakout,444,0.895038,0.968242,0.999500,1.028917,1.126769,1.000000
volatility_breakout,518,0.882624,0.965006,0.998619,1.032274,1.139599,1.000000
volatility_breakout,592,0.878416,0.960440,0.998335,1.036678,1.155852,1.000000
volatility_breakout,666,0.871531,0.957891,0.997362,1.039349,1.162961,1.000000
volatility_breakout,740,0.865875,0.955121,0.997734,1.044361,1.170925,1.000000
volatility_breakout,814,0.855905,0.950910,0.996506,1.047242,1.174511,1.000000
volatility_breakout,888,0.853198,0.948010,0.995948,1.050599,1.181775,1.003921
volatility_breakout,962,0.842175,0.944732,0.995920,1.053603,1.193029,1.003921
volatility_breakout,1036,0.833147,0.940395,0.995119,1.058721,1.205127,1.003921
volatility_breakout,1110,0.827918,0.936874,0.995560,1.060069,1.211319,1.003921
volatility_breakout,1184,0.825394,0.934069,0.994463,1.063645,1.220187,1.003921
volatility_breakout,1258,0.819137,0.930385,0.994321,1.067316,1.228716,1.003921
volatility_breakout,1332,0.818255,0.928460,0.995244,1.071944,1.237720,1.003921
volatility_breakout,1406,0.812669,0.925895,0.994832,1.071522,1.245895,1.003921
volatility_breakout,1480,0.808539,0.923043,0.995484,1.073723,1.252921,1.003921
volatility_breakout,1554,0.804205,0.922195,0.994265,1.079095,1.256334,1.003921
volatility_breakout,1628,0.800196,0.920693,0.994738,1.081600,1.263298,1.003921
volatility_breakout,1702,0.795877,0.919012,0.994598,1.085164,1.267142,1.003921
volatility_breakout,1776,0.790271,0.916890,0.995415,1.089290,1.278189,1.003921
volatility_breakout,1850,0.787140,0.915343,0.994371,1.092623,1.288760,1.003921
volatility_breakout,1924,0.785858,0.914232,0.996306,1.096285,1.296016,1.003921
volatility_breakout,1998,0.784789,0.912775,0.995604,1.098225,1.306073,1.003921
volatility_breakout,2072,0.779637,0.910347,0.996627,1.097850,1.313085,1.003921
volatility_breakout,2146,0.776929,0.910441,0.995862,1.102562,1.321719,1.003921
volatility_breakout,2220,0.770072,0.907987,0.996889,1.105407,1.332058,1.003921
volatility_breakout,2294,0.770050,0.905250,0.996798,1.106108,1.339211,1.003921
volatility_breakout,2368,0.761266,0.902880,0.995420,1.109095,1.338961,1.003921
volatility_breakout,2442,0.757545,0.902088,0.994412,1.113829,1.348150,1.003921
volatility_breakout,2516,0.753522,0.899744,0.995475,1.115776,1.349066,1.003921
volatility_breakout,2590,0.752490,0.896488,0.994344,1.115654,1.354536,1.003921
volatility_breakout,2664,0.747386,0.894913,0.995157,1.115923,1.364116,1.013253
volatility_breakout,2738,0.743806,0.894777,0.995070,1.117321,1.370629,1.013253
volatility_breakout,2812,0.740074,0.892433,0.994086,1.117467,1.371109,0.951373
volatility_breakout,2886,0.736797,0.890489,0.994998,1.118339,1.382865,1.080319
volatility_breakout,2960,0.736790,0.890372,0.994184,1.121259,1.389784,1.046768
volatility_breakout,3034,0.730634,0.889047,0.993579,1.123413,1.390128,1.027120
volatility_breakout,3108,0.730366,0.885901,0.993954,1.124708,1.398683,1.038758
volatility_breakout,3182,0.726480,0.883407,0.994391,1.127781,1.395019,1.075957
volatility_breakout,3256,0.723888,0.883134,0.994673,1.128515,1.407030,1.101398
volatility_breakout,3330,0.721656,0.878486,0.993102,1.130106,1.411975,1.072541
volatility_breakout,3404,0.718026,0.876474,0.991067,1.131757,1.415578,0.944414
volatility_breakout,3478,0.715238,0.877075,0.990383,1.131638,1.422610,0.958835
volatility_breakout,3552,0.714417,0.873984,0.990224,1.132771,1.426477,0.966191
volatility_breakout,3626,0.711417,0.870423,0.989781,1.134301,1.431472,0.971750
volatility_breakout,3700,0.710983,0.869312,0.989310,1.133426,1.436606,0.961260
volatility_breakout,3774,0.707406,0.867280,0.989676,1.137887,1.445937,0.980521
volatility_breakout,3848,0.705112,0.865965,0.989460,1.141460,1.445634,1.021990
volatility_breakout,3922,0.699663,0.865949,0.989998,1.144130,1.455351,0.982600
volatility_breakout,3996,0.702656,0.863835,0.990569,1.142575,1.461090,0.995908
volatility_breakout,4070,0.699245,0.863916,0.992460,1.146390,1.470556,1.045330
volatility_breakout,4144,0.691595,0.864326,0.992279,1.147548,1.477622,1.080125
volatility_breakout,4218,0.687449,0.861981,0.992894,1.147651,1.482383,1.029050
volatility_breakout,4292,0.681777,0.859471,0.991833,1.150328,1.483602,1.034662
volatility_breakout,4366,0.676834,0.857145,0.989917,1.150915,1.485658,1.012342
volatility_breakout,4440,0.674407,0.855919,0.990156,1.154835,1.490257,1.012342
volatility_breakout,4514,0.673027,0.854359,0.989985,1.155135,1.492363,1.012342
volatility_breakout,4588,0.675136,0.853378,0.989999,1.158951,1.499171,1.012342
volatility_breakout,4662,0.671819,0.852004,0.988310,1.159310,1.505253,1.012342
volatility_breakout,4736,0.670358,0.852337,0.991899,1.160899,1.507548,1.012342
volatility_breakout,4810,0.669306,0.852245,0.989972,1.162125,1.518974,1.012342
volatility_breakout,4884,0.665996,0.852752,0.989717,1.160224,1.519067,1.012342
volatility_breakout,4958,0.665782,0.851173,0.990103,1.163799,1.519948,1.012342
volatility_breakout,5032,0.661385,0.850415,0.989588,1.159875,1.518244,1.012342
volatility_breakout,5106,0.657796,0.849492,0.990700,1.160638,1.524751,1.012342
volatility_breakout,5180,0.657726,0.847297,0.988678,1.162064,1.520675,1.012342
volatility_breakout,5254,0.655512,0.845559,0.989518,1.167654,1.532741,1.012342
volatility_breakout,5328,0.650568,0.843415,0.989646,1.170387,1.540363,1.012342
volatility_breakout,5402,0.644007,0.842500,0.989625,1.172815,1.545562,1.051223
volatility_breakout,5476,0.645879,0.841154,0.989155,1.174140,1.548943,1.023673
volatility_breakout,5550,0.643973,0.839474,0.989181,1.178444,1.551492,1.019981
volatility_breakout,5624,0.644766,0.835059,0.988674,1.178185,1.562212,1.033609
volatility_breakout,5698,0.641614,0.834755,0.986801,1.179143,1.575908,1.033609
volatility_breakout,5772,0.640848,0.834589,0.989242,1.178823,1.586578,1.033609
volatility_breakout,5846,0.638681,0.832279,0.987045,1.184810,1.586444,1.033609
volatility_breakout,5920,0.638711,0.828822,0.985770,1.185200,1.581559,1.033609
volatility_breakout,5994,0.631992,0.830159,0.987646,1.184523,1.587905,1.033609
volatility_breakout,6068,0.630405,0.829203,0.989272,1.187077,1.597253,1.033609
volatility_breakout,6142,0.630400,0.828434,0.989654,1.191360,1.608479,1.033609
volatility_breakout,6216,0.630484,0.826606,0.990331,1.191830,1.607404,1.033609
volatility_breakout,6290,0.626387,0.828092,0.990183,1.197654,1.605197,1.033609
volatility_breakout,6364,0.625295,0.828589,0.989728,1.195636,1.609667,1.033609
volatility_breakout,6438,0.624071,0.825222,0.990287,1.195454,1.609325,1.033609
volatility_breakout,6512,0.621874,0.824703,0.990244,1.198312,1.620035,1.033609
volatility_breakout,6586,0.618488,0.823819,0.988937,1.198312,1.635541,1.033609
volatility_breakout,6660,0.620964,0.824093,0.987315,1.198746,1.639399,1.033609
volatility_breakout,6734,0.613578,0.824083,0.991824,1.200150,1.639778,1.033609
volatility_breakout,6808,0.613242,0.823666,0.991132,1.204371,1.645814,1.033609
volatility_breakout,6882,0.609772,0.821101,0.987344,1.203461,1.652376,1.033609
volatility_breakout,6956,0.608662,0.822743,0.989050,1.203571,1.657195,1.033609
volatility_breakout,7030,0.607475,0.817560,0.987123,1.205795,1.665844,1.033609
volatility_breakout,7104,0.603411,0.814322,0.990651,1.208252,1.665056,1.033609
volatility_breakout,7178,0.604728,0.816911,0.991247,1.211295,1.668064,1.033609
volatility_breakout,7252,0.599253,0.814109,0.991458,1.210246,1.671685,1.033609
volatility_breakout,7326,0.597147,0.811577,0.991844,1.207100,1.679166,1.033609
volatility_breakout,7400,0.596791,0.812203,0.992552,1.210182,1.689133,1.033609
volatility_breakout,7474,0.591964,0.813531,0.993132,1.215329,1.692088,1.033609
volatility_breakout,7548,0.594517,0.811466,0.989302,1.213377,1.701732,1.033609
volatility_breakout,7622,0.589558,0.809787,0.991240,1.217435,1.705417,1.030912
volatility_breakout,7696,0.587384,0.809137,0.992557,1.220792,1.714982,1.030912
volatility_breakout,7770,0.587890,0.813579,0.989221,1.225034,1.723057,1.030912
volatility_breakout,7844,0.587030,0.812169,0.990682,1.224976,1.730380,1.030912
volatility_breakout,7918,0.584873,0.811035,0.991643,1.219925,1.734663,1.030912
volatility_breakout,7992,0.585757,0.810926,0.991288,1.224391,1.746842,1.030912
volatility_breakout,8066,0.585757,0.809156,0.992374,1.224185,1.753410,1.030912
volatility_breakout,8140,0.583811,0.807665,0.992457,1.225094,1.750587,1.030912
volatility_breakout,8214,0.579687,0.807592,0.993009,1.224826,1.747250,1.030912
volatility_breakout,8288,0.576650,0.806528,0.993984,1.224339,1.748341,1.069067
volatility_breakout,8362,0.573411,0.804750,0.995175,1.228260,1.753050,1.069067
volatility_breakout,8436,0.573411,0.802559,0.997520,1.230329,1.754103,1.069067
volatility_breakout,8510,0.567880,0.798989,0.995464,1.230772,1.763254,1.069067
volatility_breakout,8584,0.569691,0.799146,0.994871,1.234038,1.763338,1.069067
volatility_breakout,8658,0.567963,0.797498,0.996087,1.233828,1.765057,1.069067
volatility_breakout,8732,0.567829,0.796207,0.994662,1.234038,1.766326,1.078630
volatility_breakout,8806,0.565969,0.793804,0.990558,1.237575,1.766433,1.079488
volatility_breakout,8880,0.563817,0.793105,0.993150,1.237175,1.774699,1.079488
volatility_breakout,8954,0.561174,0.793130,0.991095,1.237840,1.779646,1.079488
volatility_breakout,9028,0.558905,0.791798,0.990673,1.239422,1.779650,1.079488
volatility_breakout,9102,0.559755,0.793130,0.991016,1.240787,1.778002,1.079488
volatility_breakout,9176,0.556857,0.791732,0.990728,1.243551,1.787315,1.079488
volatility_breakout,9250,0.554151,0.788675,0.995590,1.246176,1.789056,1.079488
volatility_breakout,9324,0.555548,0.787554,0.990864,1.247964,1.795182,1.079488
volatility_breakout,9398,0.551233,0.785869,0.989515,1.246805,1.797325,1.079488
volatility_breakout,9472,0.546866,0.783009,0.990418,1.246984,1.797428,1.130023
volatility_breakout,9546,0.547842,0.782398,0.989748,1.254390,1.803950,1.133533
volatility_breakout,9620,0.543971,0.781414,0.985883,1.246846,1.805726,1.133533
volatility_breakout,9694,0.543119,0.780943,0.987733,1.252901,1.804849,1.133533
volatility_breakout,9768,0.539281,0.776025,0.987907,1.253952,1.820403,1.133533
volatility_breakout,9842,0.539100,0.777543,0.989975,1.256880,1.815967,1.133533
volatility_breakout,9916,0.540769,0.776325,0.989884,1.255869,1.810679,1.133533
volatility_breakout,9990,0.539052,0.775238,0.985406,1.255115,1.818560,1.133533
volatility_breakout,10064,0.535514,0.773659,0.989130,1.255857,1.816329,1.133533
volatility_breakout,10138,0.533366,0.770558,0.989866,1.255751,1.822620,1.133533
volatility_breakout,10212,0.532117,0.768977,0.990989,1.255808,1.829650,1.133533
volatility_breakout,10286,0.533698,0.767591,0.990651,1.255375,1.849585,1.133533
volatility_breakout,10360,0.531844,0.765612,0.986402,1.259383,1.863308,1.133533
volatility_breakout,10434,0.531938,0.764602,0.990532,1.262059,1.867377,1.128605
volatility_breakout,10508,0.531945,0.766616,0.990389,1.261142,1.858934,1.124936
volatility_breakout,10582,0.527719,0.764533,0.989654,1.264491,1.866949,1.124936
volatility_breakout,10656,0.530354,0.763663,0.987727,1.260853,1.880444,1.124936
volatility_breakout,10730,0.527312,0.763438,0.987553,1.260853,1.895153,1.124936
volatility_breakout,10804,0.525973,0.762357,0.990683,1.261454,1.899637,1.102628
volatility_breakout,10878,0.524201,0.760386,0.989817,1.260768,1.909003,1.102628
volatility_breakout,10952,0.523092,0.759614,0.988619,1.267211,1.906396,1.102628
volatility_breakout,11026,0.522955,0.759443,0.986897,1.264597,1.915959,1.102628
volatility_breakout,11100,0.521739,0.758676,0.988579,1.271454,1.908816,1.102628
volatility_breakout,11174,0.521268,0.758422,0.989376,1.271316,1.926114,1.102628
volatility_breakout,11248,0.518445,0.757814,0.988824,1.276437,1.916397,1.102628
volatility_breakout,11322,0.516896,0.756524,0.990567,1.274609,1.936812,1.102628
volatility_breakout,11396,0.516464,0.756821,0.990757,1.276298,1.947389,1.102628
volatility_breakout,11470,0.510122,0.757276,0.989959,1.282513,1.949475,1.102628
volatility_breakout,11544,0.510019,0.758352,0.986045,1.284368,1.955253,1.102628
volatility_breakout,11618,0.506021,0.756816,0.987751,1.283618,1.955166,1.102628
volatility_breakout,11692,0.505300,0.756990,0.991014,1.282213,1.967393,1.097914
volatility_breakout,11766,0.504946,0.757459,0.988591,1.284379,1.969167,1.100354
volatility_breakout,11840,0.502655,0.754527,0.988239,1.286140,1.981078,1.100354
volatility_breakout,11914,0.495584,0.754061,0.988149,1.284122,1.980086,1.099408
volatility_breakout,11988,0.496422,0.755119,0.987148,1.288877,1.992285,1.099408
volatility_breakout,12062,0.495256,0.751986,0.987641,1.289768,1.989126,1.099408
volatility_breakout,12136,0.491048,0.748677,0.986727,1.290617,1.994345,1.099408
volatility_breakout,12210,0.492118,0.747535,0.987575,1.285476,1.994007,1.099408
volatility_breakout,12284,0.491147,0.747326,0.985326,1.284471,1.995026,1.101147
volatility_breakout,12358,0.487229,0.747260,0.988085,1.290726,2.007428,1.101147
volatility_breakout,12432,0.487757,0.745336,0.985338,1.291145,2.013180,1.091767
volatility_breakout,12506,0.489880,0.743916,0.986150,1.288141,2.027994,1.091767
volatility_breakout,12580,0.488858,0.742891,0.982983,1.290583,2.037872,1.091767
volatility_breakout,12654,0.489976,0.742910,0.982994,1.295842,2.019908,1.094479
volatility_breakout,12728,0.487300,0.743651,0.984553,1.297250,2.034718,1.090787
volatility_breakout,12802,0.488571,0.743581,0.983420,1.296167,2.052360,1.075239
volatility_breakout,12876,0.486941,0.742701,0.982693,1.299568,2.069093,1.067213
volatility_breakout,12950,0.484795,0.741130,0.983316,1.304199,2.056792,1.067213
volatility_breakout,13024,0.485715,0.740282,0.983009,1.304916,2.072949,1.067213
volatility_breakout,13098,0.483510,0.741170,0.986875,1.304698,2.062652,1.067213
volatility_breakout,13172,0.481077,0.740250,0.984839,1.306071,2.075900,1.067213
volatility_breakout,13246,0.478745,0.739741,0.984880,1.306507,2.078457,1.067213
volatility_breakout,13320,0.477386,0.739239,0.983202,1.310764,2.070828,1.067213
volatility_breakout,13394,0.472547,0.738647,0.979768,1.309250,2.084880,1.067213
volatility_breakout,13468,0.472446,0.737351,0.984223,1.309942,2.088940,1.067213
volatility_breakout,13542,0.471799,0.737578,0.986791,1.314041,2.089139,1.067213
volatility_breakout,13616,0.470365,0.735890,0.984418,1.321565,2.101379,1.067213
volatility_breakout,13690,0.467549,0.733635,0.986499,1.325982,2.128507,1.067213
volatility_breakout,13764,0.466632,0.735083,0.987672,1.326636,2.123251,1.024578
volatility_breakout,13838,0.467485,0.733407,0.985920,1.323490,2.143566,1.040838
volatility_breakout,13912,0.466448,0.731903,0.990030,1.324874,2.135307,1.040838
volatility_breakout,13986,0.465655,0.730359,0.987174,1.326185,2.140615,1.040838
volatility_breakout,14060,0.467768,0.733051,0.989043,1.328820,2.161797,1.040838
volatility_breakout,14134,0.467635,0.729287,0.989881,1.331960,2.154579,1.027305
volatility_breakout,14208,0.463711,0.727943,0.988401,1.335664,2.155378,1.019812
volatility_breakout,14282,0.463516,0.728856,0.986878,1.337857,2.170495,1.019812
volatility_breakout,14356,0.462357,0.727122,0.986633,1.333976,2.187824,1.010616
volatility_breakout,14430,0.459085,0.730695,0.985727,1.336186,2.171422,1.010616
volatility_breakout,14504,0.456504,0.730082,0.984809,1.337612,2.174122,1.010616
volatility_breakout,14578,0.456504,0.729640,0.986868,1.334455,2.172675,1.010616
volatility_breakout,14652,0.455630,0.728825,0.985559,1.334607,2.174639,1.010616
volatility_breakout,14726,0.453987,0.728915,0.987255,1.339211,2.195377,1.010616
volatility_breakout,14800,0.447768,0.726822,0.988619,1.343110,2.213340,1.010616
volatility_breakout,14874,0.447125,0.729603,0.988792,1.347430,2.222120,1.010616
volatility_breakout,14948,0.445819,0.727764,0.988553,1.346541,2.223767,0.961411
volatility_breakout,15022,0.442743,0.727620,0.988562,1.350392,2.216489,0.979899
volatility_breakout,15096,0.440832,0.725537,0.987527,1.348100,2.233130,0.979899
volatility_breakout,15170,0.440009,0.723740,0.993701,1.346069,2.208918,0.981122
volatility_breakout,15244,0.435119,0.724057,0.992131,1.348953,2.223426,0.981122
volatility_breakout,15318,0.435623,0.722826,0.991683,1.347887,2.226652,0.981122
volatility_breakout,15392,0.437594,0.720328,0.989168,1.349665,2.248716,0.981122
