round,family,symbol,seed,scenario,n_bars,total_return,sharpe,ann_volatility,max_drawdown,ci_low,ci_high,ci_excludes_zero,bh_total_return,beats_bh,positive
R3,BTC_ETH_confirmation,BTCUSDT,683778,no_fees,32385,0.6606386766001329,0.5465964712398979,0.3905271383229096,-0.4441836968914926,-0.005001456900136775,0.016497841506132996,False,0.5235082851004165,True,True
R3,BTC_ETH_confirmation,BTCUSDT,683778,gross,32385,0.8004076863716771,0.6025745563251134,0.3905154680862356,-0.445565706199183,-0.004500984559460193,0.017159563797568687,False,1.0065896149726061,False,True
R3,BTC_ETH_confirmation,BTCUSDT,692467,taker_4_1,32385,-0.6212463446369054,-0.40700535199250676,0.42405929702715717,-0.7946494182054773,-0.015544224160116384,0.006340369302987836,False,0.522747844787544,False,False
R3,BTC_ETH_confirmation,BTCUSDT,692467,maker_2_1,32385,-0.509188754041864,-0.24185421595457882,0.4239580554571554,-0.7412816653619883,-0.013696388970803572,0.008138815479665527,False,0.5230520209126748,False,False
R3,BTC_ETH_confirmation,BTCUSDT,692467,no_fees,32385,-0.27609539374390735,0.006019017638567725,0.42390595625689753,-0.6349681177131168,-0.010988852433687257,0.01063684148912848,False,0.5235082851004165,False,False
R3,BTC_ETH_confirmation,BTCUSDT,692467,gross,32385,-0.218309482345852,0.05501172006698685,0.4238938991496431,-0.6172730309067768,-0.010483434902855483,0.011072087470432658,False,1.0065896149726061,False,False
R3,BTC_ETH_confirmation,BTCUSDT,693857,taker_4_1,32385,-0.6982093164731937,-0.6447331687032668,0.38658333909695436,-0.7908172261258665,-0.017177920096028525,0.0038424527198310148,False,0.522747844787544,False,False
R3,BTC_ETH_confirmation,BTCUSDT,693857,maker_2_1,32385,-0.6431750596410938,-0.5277012841854551,0.3865105958377823,-0.7723400598246721,-0.01592197264053401,0.004977377229702017,False,0.5230520209126748,False,False
R3,BTC_ETH_confirmation,BTCUSDT,693857,no_fees,32385,-0.5412855855744749,-0.35201780030740354,0.38645969761360255,-0.7424393741519209,-0.014040708865635082,0.007039895287945146,False,0.5235082851004165,False,False
R3,BTC_ETH_confirmation,BTCUSDT,693857,gross,32385,-0.5121937757417536,-0.30901884341304314,0.3864387757049071,-0.7432231173140382,-0.013700540607930719,0.007625478474069184,False,1.0065896149726061,False,False
